distanza_calcolata,distanza_reale,errore,tag_center_x,tag_center_y
0.6,0.44,0.16,589,134
0.53,0.39,0.14,536,152
0.49,0.32,0.17,485,176
0.42,0.25,0.17,429,212
0.35,0.2,0.15,381,252
0.26,0.15,0.11,341,296
0.19,0.09,0.1,297,357
0.17,0.06,0.11,259,422
0.3,0.26,0.04,610,365
0.28,0.25,0.03,560,334
0.28,0.23,0.05,516,311
0.26,0.22,0.04,466,291
0.26,0.22,0.04,410,275
0.26,0.22,0.04,354,266
0.28,0.22,0.06,305,263
0.28,0.23,0.05,262,265
0.28,0.24,0.04,207,274
0.28,0.25,0.03,163,285
0.3,0.27,0.03,112,303
0.31,0.27,0.04,61,328
0.31,0.25,0.06,84,316
0.28,0.24,0.04,135,295
0.28,0.23,0.05,191,278
0.28,0.22,0.06,247,267
0.28,0.22,0.06,303,263
0.28,0.22,0.06,358,266
0.26,0.23,0.03,408,274
0.26,0.24,0.02,463,290
0.28,0.25,0.03,513,310
0.28,0.27,0.01,570,339
0.72,0.55,0.17,26,74
0.68,0.48,0.2,77,88
0.59,0.41,0.18,104,117
0.48,0.38,0.1,85,179
0.68,0.52,0.16,583,102
0.71,0.51,0.2,513,83
0.75,0.51,0.24,443,69
0.76,0.5,0.26,377,62
0.76,0.51,0.25,306,59
0.73,0.51,0.22,241,62
0.7,0.52,0.18,175,70
0.68,0.53,0.15,99,87
0.64,0.55,0.09,42,104
0.88,0.61,0.27,597,29
0.78,0.54,0.24,617,77
0.73,0.51,0.22,619,96
0.66,0.45,0.21,554,110
0.6,0.39,0.21,499,128
0.55,0.35,0.2,452,151
0.49,0.29,0.2,406,179
0.41,0.23,0.18,355,218
0.28,0.17,0.11,304,268
0.17,0.13,0.04,249,338
0.17,0.11,0.06,207,406
0.85,0.55,0.3,241,21
0.73,0.5,0.23,167,60
0.6,0.46,0.14,81,117
0.3,0.25,0.05,28,358
0.28,0.2,0.08,56,402
0.86,0.59,0.27,552,22
0.79,0.52,0.27,473,39
0.72,0.45,0.27,395,66
0.65,0.39,0.26,326,100
0.54,0.33,0.21,249,151
0.42,0.28,0.14,178,212
0.35,0.26,0.09,122,271
0.31,0.26,0.05,55,356
0.62,0.48,0.14,53,135
0.64,0.46,0.18,114,116
0.66,0.47,0.19,160,105
0.64,0.48,0.16,118,115
0.62,0.5,0.12,43,138
0.73,0.55,0.18,608,78
0.68,0.47,0.21,550,90
0.63,0.42,0.21,493,108
0.55,0.36,0.19,437,133
0.48,0.32,0.16,435,165
0.38,0.3,0.08,485,215
0.31,0.27,0.04,546,284
0.28,0.27,0.01,608,372
0.3,0.22,0.08,594,374
0.26,0.18,0.08,558,424
0.53,0.41,0.12,61,177
0.54,0.4,0.14,123,157
0.57,0.39,0.18,177,144
0.6,0.39,0.21,237,135
0.62,0.39,0.23,296,131
0.58,0.39,0.19,349,132
0.55,0.39,0.16,401,137
0.52,0.4,0.12,453,147
0.49,0.41,0.08,514,163
0.48,0.42,0.06,569,182
0.3,0.27,0.03,592,328
0.28,0.26,0.02,539,299
0.3,0.25,0.05,480,274
0.3,0.24,0.06,429,259
0.31,0.24,0.07,372,248
0.33,0.24,0.09,315,244
0.33,0.25,0.08,264,245
0.35,0.26,0.09,207,253
0.33,0.28,0.05,148,269
0.35,0.3,0.05,90,291
0.35,0.32,0.03,29,322
0.46,0.36,0.1,43,209
0.42,0.3,0.12,77,232
0.36,0.24,0.12,118,268
0.3,0.17,0.13,156,312
0.22,0.11,0.11,195,373
0.89,0.67,0.22,52,19
0.87,0.68,0.19,587,22
0.36,0.31,0.05,609,303
0.64,0.47,0.17,86,121
0.66,0.46,0.2,159,103
0.7,0.46,0.24,231,92
0.71,0.45,0.26,294,88
0.69,0.46,0.23,365,90
0.64,0.46,0.18,436,99
0.6,0.47,0.13,508,115
0.57,0.48,0.09,574,135
0.57,0.48,0.09,616,149
0.59,0.44,0.15,532,119
0.52,0.41,0.11,564,161
0.38,0.31,0.07,54,280
0.38,0.29,0.09,109,256
0.38,0.28,0.1,164,238
0.39,0.27,0.12,210,228
0.39,0.27,0.12,270,220
0.42,0.27,0.15,316,219
0.36,0.27,0.09,375,223
0.35,0.28,0.07,428,233
0.33,0.29,0.04,468,244
0.33,0.3,0.03,509,258
0.33,0.31,0.02,556,279
0.33,0.33,0.0,619,314
0.3,0.24,0.06,23,374
0.28,0.21,0.07,44,410
0.46,0.36,0.1,598,202
0.41,0.3,0.11,546,227
0.36,0.24,0.12,502,257
0.3,0.19,0.11,460,294
0.24,0.11,0.13,425,334
0.22,0.07,0.15,389,389
0.86,0.54,0.32,181,25
0.78,0.49,0.29,243,50
0.73,0.43,0.3,291,75
0.65,0.39,0.26,339,105
0.57,0.33,0.24,395,147
0.46,0.29,0.17,444,192
0.36,0.27,0.09,501,254
0.31,0.25,0.06,561,331
0.45,0.36,0.09,45,204
0.38,0.29,0.09,92,233
0.31,0.24,0.07,129,266
0.26,0.19,0.07,159,300
0.19,0.13,0.06,191,347
0.17,0.05,0.12,225,410
0.28,0.22,0.06,583,391
0.26,0.21,0.05,541,365
0.24,0.19,0.05,494,340
0.24,0.19,0.05,447,322
0.22,0.18,0.04,400,309
0.22,0.18,0.04,348,300
0.22,0.19,0.03,296,298
0.22,0.2,0.02,244,303
0.22,0.21,0.01,191,314
0.24,0.23,0.01,138,332
0.26,0.25,0.01,90,353
0.28,0.28,0.0,35,385
0.5,0.4,0.1,86,175
0.53,0.39,0.14,155,156
0.55,0.38,0.17,222,144
0.59,0.38,0.21,281,138
0.59,0.38,0.21,326,138
0.57,0.38,0.19,384,142
0.53,0.39,0.14,445,151
0.52,0.4,0.12,493,161
0.49,0.41,0.08,560,184
0.48,0.43,0.05,616,205
0.26,0.21,0.05,585,434
0.24,0.18,0.06,537,401
0.22,0.17,0.05,493,377
0.19,0.16,0.03,449,357
0.17,0.15,0.02,399,342
0.17,0.15,0.02,355,334
0.17,0.15,0.02,317,331
0.17,0.16,0.01,278,331
0.19,0.17,0.02,240,336
0.19,0.18,0.01,207,343
0.22,0.19,0.03,173,353
0.24,0.21,0.03,134,368
0.26,0.23,0.03,89,391
0.28,0.25,0.03,49,416
0.39,0.32,0.07,29,254
0.33,0.28,0.05,63,283
0.3,0.22,0.08,91,313
0.24,0.19,0.05,124,360
0.26,0.21,0.05,117,384
0.26,0.23,0.03,77,409
0.52,0.39,0.13,57,176
0.46,0.33,0.13,98,201
0.39,0.27,0.12,137,231
0.35,0.22,0.13,172,263
0.28,0.16,0.12,210,307
0.22,0.09,0.13,243,361
0.19,0.02,0.17,270,416
0.31,0.25,0.06,610,345
0.26,0.21,0.05,578,379
0.24,0.16,0.08,548,420
0.24,0.17,0.07,544,434
0.19,0.16,0.03,508,411
0.19,0.14,0.05,466,389
0.14,0.13,0.01,424,372
0.17,0.13,0.04,382,361
0.14,0.13,0.01,334,354
0.17,0.14,0.03,287,353
0.17,0.15,0.02,239,359
0.19,0.17,0.02,191,370
0.22,0.19,0.03,149,387
0.26,0.21,0.05,100,411
0.3,0.23,0.07,52,443
0.87,0.61,0.26,75,25
0.81,0.55,0.26,124,38
0.77,0.5,0.27,170,54
0.71,0.44,0.27,223,78
0.64,0.4,0.24,275,108
0.59,0.33,0.26,321,140
0.48,0.29,0.19,373,183
0.36,0.24,0.12,418,230
0.28,0.22,0.06,465,286
0.26,0.2,0.06,511,354
0.57,0.43,0.14,609,150
0.5,0.37,0.13,551,169
0.43,0.29,0.14,496,197
0.36,0.23,0.13,442,234
0.3,0.16,0.14,391,281
0.3,0.09,0.21,343,342
0.19,0.03,0.16,303,409
0.72,0.54,0.18,17,85
0.63,0.5,0.13,34,111
0.7,0.54,0.16,77,80
0.72,0.54,0.18,131,66
0.75,0.53,0.22,183,56
0.77,0.53,0.24,227,49
0.8,0.53,0.27,294,44
0.81,0.54,0.27,360,44
0.79,0.54,0.25,430,50
0.76,0.55,0.21,498,61
0.73,0.57,0.16,566,78
0.71,0.54,0.17,598,96
0.75,0.53,0.22,527,74
0.78,0.53,0.25,459,59
0.8,0.53,0.27,392,50
0.8,0.53,0.27,318,46
0.79,0.54,0.25,252,48
0.76,0.54,0.22,176,56
0.72,0.56,0.16,100,72
0.69,0.57,0.12,29,92
0.59,0.46,0.13,34,129
0.53,0.38,0.15,85,150
0.46,0.32,0.14,134,178
0.38,0.26,0.12,181,214
0.3,0.2,0.1,226,259
0.24,0.12,0.12,264,308
0.19,0.09,0.1,301,367
0.84,0.49,0.35,403,41
0.7,0.4,0.3,409,91
0.54,0.32,0.22,416,148
0.41,0.25,0.16,423,199
0.3,0.19,0.11,430,258
0.19,0.13,0.06,440,336
0.17,0.1,0.07,452,429
0.9,0.68,0.22,598,17
0.87,0.56,0.31,434,14
0.79,0.49,0.3,361,39
0.73,0.43,0.3,288,75
0.63,0.39,0.24,222,115
0.52,0.35,0.17,154,166
0.41,0.32,0.09,66,250
0.9,0.61,0.29,105,20
0.85,0.54,0.31,160,37
0.78,0.47,0.31,221,61
0.7,0.41,0.29,281,93
0.62,0.35,0.27,334,129
0.45,0.29,0.16,394,179
0.33,0.26,0.07,456,243
0.3,0.25,0.05,450,258
0.31,0.25,0.06,398,246
0.31,0.24,0.07,348,240
0.31,0.25,0.06,308,239
0.31,0.25,0.06,263,241
0.31,0.26,0.05,205,250
0.33,0.28,0.05,160,261
0.33,0.29,0.04,108,279
0.33,0.31,0.02,68,296
0.33,0.32,0.01,20,320
0.83,0.61,0.22,561,31
0.79,0.54,0.25,514,40
0.73,0.49,0.24,444,61
0.68,0.43,0.25,391,82
0.63,0.38,0.25,339,110
0.55,0.33,0.22,286,144
0.46,0.29,0.17,233,185
0.38,0.27,0.11,187,228
0.31,0.24,0.07,132,289
0.3,0.24,0.06,60,387
0.81,0.58,0.23,618,62
0.76,0.53,0.23,564,70
0.71,0.48,0.23,513,83
0.68,0.42,0.26,462,101
0.6,0.34,0.26,399,132
0.49,0.28,0.21,336,173
0.35,0.22,0.13,274,226
0.24,0.18,0.06,212,294
0.19,0.17,0.02,150,382
0.58,0.43,0.15,44,146
0.52,0.37,0.15,88,167
0.45,0.31,0.14,130,193
0.38,0.27,0.11,166,222
0.3,0.21,0.09,205,260
0.22,0.15,0.07,237,301
0.17,0.09,0.08,273,356
0.14,0.02,0.12,302,414
0.26,0.16,0.1,520,429
0.24,0.14,0.1,473,402
0.22,0.13,0.09,421,381
0.22,0.12,0.1,380,370
0.19,0.12,0.07,344,364
0.19,0.12,0.07,302,362
0.19,0.13,0.06,260,365
0.19,0.14,0.05,224,371
0.19,0.16,0.03,187,381
0.22,0.18,0.04,150,395
0.22,0.2,0.02,108,417
0.26,0.21,0.05,72,440
0.53,0.42,0.11,32,184
0.54,0.41,0.13,95,162
0.55,0.4,0.15,150,146
0.58,0.4,0.18,195,137
0.6,0.39,0.21,248,131
0.63,0.39,0.24,300,128
0.59,0.39,0.2,360,130
0.57,0.4,0.17,405,135
0.53,0.4,0.13,465,146
0.52,0.41,0.11,527,163
0.49,0.43,0.06,590,187
0.64,0.47,0.17,565,106
0.57,0.4,0.17,503,126
0.5,0.34,0.16,443,155
0.42,0.26,0.16,391,189
0.33,0.2,0.13,333,237
0.26,0.15,0.11,283,291
0.19,0.12,0.07,228,369
0.6,0.46,0.14,598,127
0.54,0.4,0.14,544,143
0.48,0.33,0.15,486,169
0.41,0.28,0.13,442,196
0.33,0.22,0.11,394,233
0.26,0.18,0.08,352,274
0.22,0.13,0.09,318,315
0.17,0.09,0.08,279,373
